CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
307415	2080.32227	5084533565631	0.69723	0.18104	2080.00073	0.28784	5581	0	0.68188	0.14266	1	0.70054	0.16851	1	0.69121	0.15558	1	0.36247	0.75787	25.60111	0.97634	1	0.64982	0.74461	27.39152	0.98345	1	-0.02978	-0.04617	0.55463	0.00469	1	0.03188	-0.04511	0.57066	0.00493	1	0.31406	0.38056	0	0
307416	2080.32861	5084533628955	0.69657	0.16525	2080.00073	0.28784	5581	0	0.68370	0.12462	1	0.70678	0.14270	1	0.69524	0.13366	1	0.36228	0.75787	25.67749	0.99126	1	0.64975	0.74456	27.59496	1.00636	1	-0.03154	-0.04873	0.58590	0.00474	1	0.03244	-0.04592	0.58147	0.00487	1	0.31406	0.38056	0	0
307417	2080.33569	5084533698718	0.69449	0.15160	2080.31543	0.02026	5582	1	0.68059	0.09765	1	0.69594	0.12370	1	0.68827	0.11067	1	0.36232	0.75774	25.48320	1.02112	1	0.64993	0.74447	26.94597	1.02912	1	-0.03154	-0.04873	0.58590	0.00467	1	0.03244	-0.04592	0.58147	0.00488	1	0.31406	0.38056	0	0
307418	2080.34204	5084533762797	0.69419	0.13831	2080.31543	0.02661	5582	1	0.68200	0.06525	1	0.70395	0.10504	1	0.69298	0.08514	1	0.36230	0.75776	25.43710	1.04387	1	0.64997	0.74461	27.04268	1.05187	1	-0.03154	-0.04873	0.58590	0.00466	1	0.03244	-0.04592	0.58147	0.00488	1	0.31406	0.38056	0	0
307419	2080.34863	5084533828400	0.69452	0.12580	2080.31543	0.03320	5582	1	0.68459	0.03785	1	0.70776	0.08860	1	0.69617	0.06322	1	0.36227	0.75785	25.48156	1.06663	1	0.64995	0.74452	27.06978	1.06663	1	-0.03173	-0.04906	0.58926	0.00462	1	0.03155	-0.04453	0.56333	0.00484	1	0.31406	0.38056	0	0
307420	2080.35571	5084533899532	0.69439	0.11914	2080.31543	0.04028	5582	1	0.67911	0.04996	1	0.70804	0.10844	1	0.69358	0.07920	1	0.36229	0.75785	25.42740	1.06663	1	0.64996	0.74452	27.07498	1.05863	1	-0.03173	-0.04906	0.58926	0.00460	1	0.03155	-0.04453	0.56333	0.00484	1	0.31406	0.38056	0	0
307421	2080.36255	5084533967394	0.69441	0.11506	2080.31543	0.04712	5582	1	0.68120	0.05686	1	0.70795	0.11610	1	0.69458	0.08648	1	0.36227	0.75787	25.42157	1.05863	1	0.65007	0.74454	26.85790	1.05063	1	-0.03173	-0.04906	0.58926	0.00462	1	0.03155	-0.04453	0.56333	0.00482	1	0.31406	0.38056	0	0
307422	2080.36865	5084534028897	0.69426	0.11290	2080.31543	0.05322	5582	1	0.68031	0.06642	1	0.70586	0.12494	1	0.69308	0.09568	1	0.36222	0.75778	25.35463	1.05063	1	0.65008	0.74459	26.85554	1.04264	1	-0.03219	-0.04981	0.59782	0.00456	1	0.03155	-0.04457	0.56333	0.00480	1	0.31406	0.38056	0	0
307423	2080.37573	5084534100431	0.69367	0.11273	2080.31543	0.06030	5582	1	0.68084	0.09206	1	0.69584	0.13022	1	0.68834	0.11114	1	0.36226	0.75788	25.27468	1.04264	1	0.65020	0.74470	27.03632	1.04264	1	-0.03219	-0.04981	0.59782	0.00454	1	0.03155	-0.04457	0.56333	0.00475	1	0.31406	0.38056	0	0
307424	2080.38281	5084534169510	0.69316	0.11341	2080.31543	0.06738	5582	1	0.68000	0.09901	1	0.69610	0.14154	1	0.68805	0.12028	1	0.36231	0.75791	25.01124	1.04264	1	0.65022	0.74472	26.96961	1.04264	1	-0.03219	-0.04981	0.59782	0.00456	1	0.03155	-0.04457	0.56333	0.00475	1	0.31406	0.38056	0	0
307425	2080.38916	5084534233605	0.69282	0.11362	2080.31543	0.07373	5582	1	0.68000	0.09901	1	0.69812	0.13284	1	0.68906	0.11593	1	0.36232	0.75793	25.08835	1.04264	1	0.65024	0.74483	27.03951	1.05063	1	-0.03173	-0.04914	0.58926	0.00455	1	0.03349	-0.04724	0.59700	0.00476	1	0.31406	0.38056	0	0
307426	2080.39575	5084534300034	0.69212	0.11358	2080.31543	0.08032	5582	1	0.68493	0.09638	1	0.68264	0.12975	1	0.68378	0.11306	1	0.36227	0.75824	24.77988	1.05063	1	0.65028	0.74492	26.99821	1.05863	1	-0.03173	-0.04914	0.58926	0.00473	1	0.03349	-0.04724	0.59700	0.00478	1	0.31406	0.38056	0	0
307427	2080.40259	5084534368917	0.69176	0.11295	2080.31543	0.08716	5582	1	0.68740	0.08511	1	0.68665	0.12430	1	0.68703	0.10470	1	0.36228	0.75825	24.88105	1.05863	1	0.65027	0.74501	27.04002	1.06663	1	-0.03173	-0.04914	0.58926	0.00473	1	0.03349	-0.04724	0.59700	0.00480	1	0.31406	0.38056	0	0
307428	2080.40894	5084534431561	0.69142	0.11234	2080.31543	0.09351	5582	1	0.68834	0.07576	1	0.68496	0.13197	1	0.68665	0.10387	1	0.36230	0.75811	24.85824	1.06663	1	0.65037	0.74514	26.79624	1.05952	1	-0.03173	-0.04914	0.58926	0.00478	1	0.03126	-0.04402	0.55587	0.00485	1	0.31406	0.38056	0	0
307429	2080.41650	5084534506160	0.69134	0.11242	2080.31543	0.10107	5582	1	0.69133	0.08298	1	0.68897	0.14437	1	0.69015	0.11368	1	0.36229	0.75812	24.85793	1.05952	1	0.65058	0.74510	26.63397	1.04441	1	-0.03173	-0.04914	0.58926	0.00477	1	0.03126	-0.04402	0.55587	0.00483	1	0.31406	0.38056	0	0
307430	2080.42236	5084534565591	0.69120	0.11421	2080.31543	0.10693	5582	1	0.68903	0.10522	1	0.68882	0.18027	1	0.68893	0.14274	1	0.36229	0.75817	24.86555	1.04441	1	0.65059	0.74511	26.44320	1.02931	1	-0.03173	-0.04914	0.58926	0.00475	1	0.03126	-0.04402	0.55587	0.00485	1	0.31406	0.38056	0	0
307431	2080.42920	5084534633185	0.69092	0.11673	2080.31543	0.11377	5582	1	0.68721	0.12282	1	0.68506	0.19633	1	0.68613	0.15958	1	0.36229	0.75831	24.90319	1.02931	1	0.65054	0.74525	26.97087	1.01421	1	-0.03173	-0.04914	0.58926	0.00468	1	0.03126	-0.04402	0.55587	0.00480	1	0.31406	0.38056	0	0
307432	2080.43579	5084534698986	0.69078	0.11869	2080.31543	0.12036	5582	1	0.68905	0.15182	1	0.68779	0.15625	1	0.68842	0.15403	1	0.36233	0.75829	24.62501	1.01421	1	0.65050	0.74535	27.00340	1.01421	1	-0.03173	-0.04914	0.58926	0.00475	1	0.03126	-0.04402	0.55587	0.00477	1	0.31406	0.38056	0	0
307433	2080.44238	5084534767098	0.69075	0.12028	2080.31543	0.12695	5582	1	0.68781	0.14241	1	0.69255	0.15860	1	0.69018	0.15050	1	0.36230	0.75838	24.69369	1.01421	1	0.65052	0.74527	26.98955	1.01421	1	-0.03173	-0.04914	0.58926	0.00470	1	0.03126	-0.04402	0.55587	0.00475	1	0.31406	0.38056	0	0
307434	2080.44946	5084534836777	0.69073	0.12172	2080.31543	0.13403	5582	1	0.68781	0.14241	1	0.69255	0.15860	1	0.69018	0.15050	1	0.36214	0.75855	24.77964	1.01421	1	0.65060	0.74532	26.75985	1.01421	1	-0.03173	-0.04914	0.58926	0.00478	1	0.03126	-0.04402	0.55587	0.00475	1	0.31406	0.38056	0	0
307435	2080.45605	5084534903472	0.69072	0.12276	2080.31543	0.14063	5582	1	0.68660	0.14822	1	0.69442	0.14097	1	0.69051	0.14459	1	0.36233	0.75835	24.71413	1.01421	1	0.65067	0.74530	26.89035	1.01421	1	-0.03173	-0.04914	0.58926	0.00468	1	0.03126	-0.04402	0.55587	0.00471	1	0.31406	0.38056	0	0
307436	2080.46313	5084534973936	0.69067	0.12393	2080.31543	0.14771	5582	1	0.68691	0.15269	1	0.69235	0.14674	1	0.68963	0.14972	1	0.36230	0.75838	24.69369	1.01421	1	0.65068	0.74529	26.31055	1.01421	1	-0.03173	-0.04914	0.58926	0.00470	1	0.03126	-0.04402	0.55587	0.00474	1	0.31406	0.38056	0	0
307437	2080.46973	5084535039654	0.69063	0.12501	2080.31543	0.15430	5582	1	0.68691	0.15269	1	0.69235	0.14674	1	0.68963	0.14972	1	0.36233	0.75835	24.71413	1.01421	1	0.65070	0.74527	26.47186	1.01421	1	-0.03173	-0.04914	0.58926	0.00468	1	0.03126	-0.04402	0.55587	0.00473	1	0.31406	0.38056	0	0
307438	2080.47632	5084535104905	0.69065	0.12582	2080.31543	0.16089	5582	1	0.68778	0.14380	1	0.69485	0.14660	1	0.69132	0.14520	1	0.36228	0.75838	24.63651	1.01421	1	0.65066	0.74522	26.44533	1.01421	1	-0.03173	-0.04914	0.58926	0.00470	1	0.03126	-0.04402	0.55587	0.00469	1	0.31406	0.38056	0	0
307439	2080.48291	5084535171828	0.69065	0.12660	2080.31543	0.16748	5582	1	0.68678	0.14671	1	0.69446	0.14584	1	0.69062	0.14628	1	0.36228	0.75837	24.59235	1.01421	1	0.65066	0.74522	26.45558	1.01421	1	-0.03173	-0.04914	0.58926	0.00470	1	0.03126	-0.04402	0.55587	0.00469	1	0.31406	0.38056	0	0
307440	2080.48926	5084535234739	0.69065	0.12733	2080.31543	0.17383	5582	1	0.68678	0.14671	1	0.69446	0.14584	1	0.69062	0.14628	1	0.36208	0.75856	24.63281	1.01421	1	0.65061	0.74519	26.47228	1.01421	1	-0.03173	-0.04914	0.58926	0.00477	1	0.03126	-0.04402	0.55587	0.00467	1	0.31406	0.38056	0	0
307441	2080.49609	5084535302159	0.69059	0.12860	2080.31543	0.18066	5582	1	0.68704	0.14468	1	0.69080	0.18115	1	0.68892	0.16292	1	0.36205	0.75858	24.58951	1.01421	1	0.65062	0.74519	26.43342	1.01421	1	-0.03173	-0.04914	0.58926	0.00476	1	0.03126	-0.04402	0.55587	0.00468	1	0.31406	0.38056	0	0
307442	2080.50366	5084535379238	0.69047	0.12990	2080.31543	0.18823	5582	1	0.68263	0.14031	1	0.69184	0.19216	1	0.68723	0.16624	1	0.36223	0.75842	24.52910	1.01421	1	0.65061	0.74516	26.48161	1.01421	1	-0.03173	-0.04914	0.58926	0.00467	1	0.03126	-0.04402	0.55587	0.00466	1	0.31406	0.38056	0	0
307443	2080.50928	5084535434698	0.69037	0.13111	2080.31543	0.19385	5582	1	0.68263	0.14031	1	0.69184	0.19216	1	0.68723	0.16624	1	0.36205	0.75859	24.57414	1.01421	1	0.65062	0.74517	26.44407	1.01421	1	-0.03173	-0.04914	0.58926	0.00477	1	0.03126	-0.04402	0.55587	0.00468	1	0.31406	0.38056	0	0
307444	2080.51636	5084535506885	0.69128	0.13179	2080.31543	0.20093	5582	1	0.71746	0.12542	1	0.71973	0.17898	1	0.71859	0.15220	1	0.36323	0.75852	24.89243	1.01421	1	0.65152	0.74609	26.42676	1.01421	1	-0.03173	-0.04914	0.58926	0.00451	1	0.03126	-0.04402	0.55587	0.00475	1	0.31406	0.38056	0	0
307445	2080.52295	5084535571242	0.69912	0.15943	2080.31543	0.20093	5582	0	0.77057	0.22893	1	0.77945	0.23754	1	0.77501	0.23323	1	0.36496	0.76009	25.11346	1.01421	1	0.65295	0.74714	26.41339	1.01421	1	-0.03173	-0.04914	0.58926	0.00449	1	0.03126	-0.04402	0.55587	0.00483	1	0.31406	0.38056	0	0
307446	2080.52954	5084535637566	0.73600	0.20043	2080.31543	0.20093	5582	0	0.76899	0.23732	1	0.77678	0.24556	1	0.77288	0.24144	1	0.36685	0.76110	24.85923	1.00639	1	0.65407	0.74790	26.43597	1.00639	1	-0.02984	-0.04782	0.56928	0.00450	1	0.03114	-0.04350	0.54508	0.00475	1	0.31406	0.38056	0	0
307447	2080.53613	5084535704468	0.79228	0.24923	2080.31543	0.20093	5582	0	0.89402	0.33657	1	0.91566	0.35707	1	0.90484	0.34682	1	0.37068	0.76303	24.82474	0.99858	1	0.65695	0.74963	26.11578	0.99858	1	-0.02984	-0.04782	0.56928	0.00456	1	0.03114	-0.04350	0.54508	0.00470	1	0.31406	0.38056	0	0
307448	2080.54272	5084535770508	0.87454	0.32731	2080.31543	0.20093	5582	0	0.94043	0.34174	1	0.95136	0.44560	1	0.94589	0.39367	1	0.37275	0.76324	22.91553	0.99077	1	0.65912	0.75023	23.95386	0.99077	1	-0.02984	-0.04782	0.56928	0.00434	1	0.03114	-0.04350	0.54508	0.00488	1	0.31406	0.38056	0	0
307449	2080.54956	5084535838744	0.90846	0.36405	2080.31543	0.20093	5582	0	0.93750	0.34939	1	0.94728	0.45220	1	0.94239	0.40080	1	0.37351	0.76444	24.42500	0.98296	1	0.65938	0.75114	26.69976	0.98296	1	-0.02893	-0.04784	0.56651	0.00461	1	0.03222	-0.04451	0.55520	0.00480	1	0.31406	0.38056	0	0
307450	2080.55713	5084535913259	0.92815	0.37424	2080.31543	0.20093	5582	0	0.95643	0.37309	1	0.97860	0.41615	1	0.96751	0.39462	1	0.37412	0.76450	24.64862	0.98296	1	0.66048	0.75151	26.76591	0.98296	1	-0.02893	-0.04784	0.56651	0.00449	1	0.03222	-0.04451	0.55520	0.00473	1	0.31406	0.38056	0	0
307451	2080.56348	5084535976098	0.95483	0.39227	2080.31543	0.20093	5582	0	0.94178	0.34941	1	0.96738	0.41336	1	0.95458	0.38138	1	0.37395	0.76436	24.52998	0.98296	1	0.66053	0.75171	27.12779	0.98296	1	-0.02893	-0.04784	0.56651	0.00447	1	0.03222	-0.04451	0.55520	0.00484	1	0.31406	0.38056	0	0
307452	2080.57007	5084536042603	0.95224	0.39147	2080.31543	0.20093	5582	0	0.93915	0.35621	1	0.96017	0.42514	1	0.94966	0.39068	1	0.37375	0.76442	24.61395	0.97601	1	0.66056	0.75175	26.87196	0.96965	1	-0.02815	-0.04631	0.54882	0.00450	1	0.03137	-0.04321	0.53841	0.00480	1	0.31406	0.38056	0	0
307453	2080.57739	5084536115529	0.95360	0.40443	2080.31543	0.20093	5582	0	0.94259	0.39676	1	0.97004	0.46397	1	0.95632	0.43036	1	0.37359	0.76470	24.25257	0.96271	1	0.66077	0.75207	27.01577	0.95635	1	-0.02815	-0.04631	0.54882	0.00461	1	0.03137	-0.04321	0.53841	0.00482	1	0.31406	0.38056	0	0
307454	2080.58374	5084536178650	0.95354	0.41253	2080.56348	0.02026	5583	1	0.94010	0.40330	1	0.96661	0.47030	1	0.95336	0.43680	1	0.37350	0.76457	24.51560	0.94940	1	0.66115	0.75192	26.59538	0.94304	1	-0.02815	-0.04631	0.54882	0.00457	1	0.03137	-0.04321	0.53841	0.00470	1	0.31406	0.38056	0	0
307455	2080.58936	5084536236889	0.95259	0.41925	2080.56348	0.02588	5583	1	0.93489	0.41605	1	0.96268	0.47628	1	0.94879	0.44617	1	0.37364	0.76470	23.97017	0.93610	1	0.66123	0.75181	26.59596	0.93610	1	-0.02858	-0.04698	0.55729	0.00458	1	0.03280	-0.04508	0.56223	0.00467	1	0.31406	0.38056	0	0
307456	2080.59741	5084536317309	0.95054	0.42305	2080.56348	0.03394	5583	1	0.93198	0.41712	1	0.94862	0.46690	1	0.94030	0.44201	1	0.37347	0.76463	24.40414	0.93610	1	0.66122	0.75170	26.92048	0.94246	1	-0.02858	-0.04698	0.55729	0.00457	1	0.03280	-0.04508	0.56223	0.00467	1	0.31406	0.38056	0	0
307457	2080.60352	5084536378536	0.94962	0.42509	2080.56348	0.04004	5583	1	0.93209	0.40897	1	0.95608	0.46567	1	0.94409	0.43732	1	0.37346	0.76466	24.06593	0.94246	1	0.66125	0.75161	26.48340	0.94882	1	-0.02858	-0.04698	0.55729	0.00454	1	0.03280	-0.04508	0.56223	0.00471	1	0.31406	0.38056	0	0
307458	2080.60962	5084536438842	0.94930	0.42589	2080.56348	0.04614	5583	1	0.93455	0.40287	1	0.95958	0.46019	1	0.94707	0.43153	1	0.37340	0.76450	24.11243	0.94882	1	0.66125	0.75170	26.70139	0.95518	1	-0.02858	-0.04698	0.55729	0.00451	1	0.03280	-0.04508	0.56223	0.00467	1	0.31406	0.38056	0	0
307459	2080.61694	5084536512070	0.95003	0.42584	2080.56348	0.05347	5583	1	0.95270	0.39834	1	0.95902	0.45252	1	0.95586	0.42543	1	0.37332	0.76443	23.89400	0.95518	1	0.66127	0.75177	26.92782	0.95518	1	-0.02858	-0.04698	0.55729	0.00451	1	0.03280	-0.04508	0.56223	0.00466	1	0.31406	0.38056	0	0
307460	2080.62329	5084536575481	0.95070	0.42540	2080.56348	0.05981	5583	1	0.94935	0.38623	1	0.96423	0.45665	1	0.95679	0.42144	1	0.37331	0.76449	24.02991	0.95518	1	0.66123	0.75186	26.72428	0.95518	1	-0.02858	-0.04698	0.55729	0.00452	1	0.03280	-0.04508	0.56223	0.00472	1	0.31406	0.38056	0	0
307461	2080.62964	5084536639087	0.95156	0.42446	2080.56348	0.06616	5583	1	0.95211	0.37950	1	0.96808	0.45064	1	0.96010	0.41507	1	0.37331	0.76449	24.02991	0.96212	1	0.66124	0.75186	26.55882	0.96212	1	-0.02922	-0.04796	0.56891	0.00452	1	0.03280	-0.04508	0.56223	0.00474	1	0.31406	0.38056	0	0
307462	2080.63672	5084536708482	0.95240	0.42337	2080.56348	0.07324	5583	1	0.95165	0.37856	1	0.97167	0.44429	1	0.96166	0.41142	1	0.37318	0.76449	24.00061	0.96907	1	0.66125	0.75187	26.50023	0.96907	1	-0.02922	-0.04796	0.56891	0.00454	1	0.03280	-0.04508	0.56223	0.00475	1	0.31406	0.38056	0	0
307463	2080.64331	5084536775936	0.95314	0.42139	2080.56348	0.07983	5583	1	0.95325	0.36355	1	0.97085	0.43169	1	0.96205	0.39762	1	0.37321	0.76450	23.81153	0.97601	1	0.66124	0.75186	26.62794	0.97601	1	-0.02922	-0.04796	0.56891	0.00454	1	0.03280	-0.04508	0.56223	0.00474	1	0.31406	0.38056	0	0
307464	2080.64966	5084536839454	0.95428	0.41872	2080.56348	0.08618	5583	1	0.95906	0.34922	1	0.97896	0.41879	1	0.96901	0.38401	1	0.37314	0.76441	23.93237	0.99077	1	0.66124	0.75186	26.62794	0.99077	1	-0.03017	-0.04944	0.58653	0.00451	1	0.03280	-0.04508	0.56223	0.00474	1	0.31406	0.38056	0	0
307465	2080.65771	5084536919437	0.95538	0.41604	2080.56348	0.09424	5583	1	0.95488	0.34989	1	0.98677	0.40703	1	0.97083	0.37846	1	0.37322	0.76430	24.11511	0.99858	1	0.66124	0.75183	26.61020	0.99858	1	-0.03017	-0.04944	0.58653	0.00444	1	0.03280	-0.04508	0.56223	0.00474	1	0.31406	0.38056	0	0
307466	2080.66333	5084536975219	0.95648	0.41361	2080.56348	0.09985	5583	1	0.95574	0.34132	1	0.99034	0.41319	1	0.97304	0.37725	1	0.37319	0.76439	24.21587	1.00639	1	0.66122	0.75188	26.63742	1.00639	1	-0.03017	-0.04944	0.58653	0.00440	1	0.03280	-0.04508	0.56223	0.00473	1	0.31406	0.38056	0	0
307467	2080.66992	5084537041493	0.95727	0.41185	2080.56348	0.10645	5583	1	0.95307	0.34802	1	0.98650	0.41921	1	0.96979	0.38361	1	0.37321	0.76438	24.22186	0.99945	1	0.66124	0.75183	26.61020	0.99945	1	-0.02861	-0.04675	0.55461	0.00439	1	0.03280	-0.04508	0.56223	0.00473	1	0.31406	0.38056	0	0
307468	2080.67725	5084537114882	0.95749	0.41091	2080.56348	0.11377	5583	1	0.94406	0.36527	1	0.97855	0.42477	1	0.96130	0.39502	1	0.37315	0.76438	24.12094	0.98469	1	0.66125	0.75181	26.61279	0.98469	1	-0.02861	-0.04675	0.55461	0.00439	1	0.03280	-0.04508	0.56223	0.00471	1	0.31406	0.38056	0	0
307469	2080.68335	5084537175389	0.95727	0.41091	2080.56348	0.11987	5583	1	0.93843	0.38332	1	0.96814	0.43828	1	0.95328	0.41080	1	0.37312	0.76438	24.10466	0.96993	1	0.66123	0.75183	26.64218	0.96993	1	-0.02861	-0.04675	0.55461	0.00439	1	0.03280	-0.04508	0.56223	0.00469	1	0.31406	0.38056	0	0
307470	2080.69067	5084537247890	0.95673	0.41158	2080.56348	0.12720	5583	1	0.93280	0.39746	1	0.96001	0.45114	1	0.94641	0.42430	1	0.37311	0.76451	24.02717	0.95518	1	0.66121	0.75182	26.48017	0.95518	1	-0.02861	-0.04675	0.55461	0.00443	1	0.03280	-0.04508	0.56223	0.00470	1	0.31406	0.38056	0	0
307471	2080.69727	5084537315033	0.95701	0.41197	2080.56348	0.13379	5583	1	0.94816	0.39168	1	0.97711	0.44785	1	0.96264	0.41977	1	0.37288	0.76476	24.06967	0.95518	1	0.66115	0.75166	26.63961	0.95518	1	-0.02861	-0.04675	0.55461	0.00457	1	0.03280	-0.04508	0.56223	0.00463	1	0.31406	0.38056	0	0
307472	2080.70337	5084537375965	0.95728	0.41263	2080.56348	0.13989	5583	1	0.94592	0.39865	1	0.97999	0.45424	1	0.96296	0.42644	1	0.37279	0.76473	24.04166	0.95518	1	0.66111	0.75163	26.55487	0.95518	1	-0.02861	-0.04675	0.55461	0.00458	1	0.03280	-0.04508	0.56223	0.00463	1	0.31406	0.38056	0	0
307473	2080.70996	5084537442648	0.95752	0.41323	2080.56348	0.14648	5583	1	0.94592	0.39865	1	0.97999	0.45424	1	0.96296	0.42644	1	0.37271	0.76474	24.06009	0.95518	1	0.66108	0.75164	26.37014	0.95518	1	-0.02861	-0.04675	0.55461	0.00459	1	0.03280	-0.04508	0.56223	0.00464	1	0.31406	0.38056	0	0
307474	2080.71704	5084537513193	0.95757	0.41396	2080.56348	0.15356	5583	1	0.94056	0.40370	1	0.97656	0.45777	1	0.95856	0.43074	1	0.37268	0.76475	24.26335	0.95518	1	0.66175	0.75114	23.17740	0.95518	1	-0.02861	-0.04675	0.55461	0.00450	1	0.03280	-0.04508	0.56223	0.00476	1	0.31406	0.38056	0	0
307475	2080.72363	5084537579295	0.95752	0.41467	2080.56348	0.16016	5583	1	0.93576	0.40463	1	0.97719	0.45877	1	0.95648	0.43170	1	0.37266	0.76483	24.22067	0.95518	1	0.66175	0.75112	23.16455	0.95518	1	-0.02861	-0.04675	0.55461	0.00447	1	0.03280	-0.04508	0.56223	0.00476	1	0.31406	0.38056	0	0
307476	2080.73071	5084537648527	0.95741	0.41543	2080.56348	0.16724	5583	1	0.93576	0.40463	1	0.97357	0.46426	1	0.95467	0.43445	1	0.37264	0.76495	24.12947	0.95518	1	0.66100	0.75147	26.16131	0.94882	1	-0.02861	-0.04675	0.55461	0.00452	1	0.03182	-0.04379	0.54615	0.00461	1	0.31406	0.38056	0	0
307477	2080.73730	5084537714925	0.95720	0.41633	2080.56348	0.17383	5583	1	0.93442	0.41329	1	0.96888	0.46653	1	0.95165	0.43991	1	0.37266	0.76476	24.28128	0.94882	1	0.66100	0.75147	26.16131	0.94246	1	-0.02861	-0.04675	0.55461	0.00446	1	0.03182	-0.04379	0.54615	0.00461	1	0.31406	0.38056	0	0
307478	2080.74414	5084537782599	0.95685	0.41731	2080.56348	0.18066	5583	1	0.93216	0.42343	1	0.96256	0.46398	1	0.94736	0.44370	1	0.37269	0.76490	24.03549	0.94246	1	0.66100	0.75147	26.16131	0.93610	1	-0.02861	-0.04675	0.55461	0.00446	1	0.03182	-0.04379	0.54615	0.00461	1	0.31406	0.38056	0	0
307479	2080.75024	5084537844892	0.95642	0.41842	2080.56348	0.18677	5583	1	0.92970	0.42944	1	0.95897	0.46954	1	0.94433	0.44949	1	0.37265	0.76476	24.15072	0.93610	1	0.66100	0.75147	26.16422	0.92974	1	-0.02861	-0.04675	0.55461	0.00445	1	0.03182	-0.04379	0.54615	0.00461	1	0.31406	0.38056	0	0
307480	2080.75732	5084537916539	0.95588	0.41955	2080.56348	0.19385	5583	1	0.92223	0.43550	1	0.95835	0.46903	1	0.94029	0.45226	1	0.37267	0.76471	24.15983	0.92974	1	0.66100	0.75147	26.16131	0.92974	1	-0.02861	-0.04675	0.55461	0.00442	1	0.03182	-0.04379	0.54615	0.00461	1	0.31406	0.38056	0	0
307481	2080.76392	5084537982055	0.95532	0.42069	2080.56348	0.20044	5583	1	0.92196	0.42824	1	0.95495	0.48188	1	0.93846	0.45506	1	0.37264	0.76472	24.04149	0.92974	1	0.66111	0.75153	26.20914	0.92974	1	-0.02861	-0.04675	0.55461	0.00444	1	0.03182	-0.04379	0.54615	0.00452	1	0.31406	0.38056	0	0
307482	2080.77075	5084538050601	0.95479	0.42177	2080.56348	0.20728	5583	1	0.92196	0.42824	1	0.95495	0.48188	1	0.93846	0.45506	1	0.37266	0.76469	24.10201	0.92974	1	0.66098	0.75143	26.18214	0.92974	1	-0.02861	-0.04675	0.55461	0.00445	1	0.03182	-0.04379	0.54615	0.00462	1	0.31406	0.38056	0	0
307483	2080.77734	5084538115499	0.95470	0.42252	2080.56348	0.21387	5583	1	0.94060	0.42703	1	0.96323	0.46591	1	0.95192	0.44647	1	0.37263	0.76458	24.25732	0.92974	1	0.66109	0.75135	26.45872	0.92974	1	-0.02861	-0.04675	0.55461	0.00442	1	0.03182	-0.04379	0.54615	0.00462	1	0.31406	0.38056	0	0
307484	2080.78516	5084538193981	0.95460	0.42377	2080.56348	0.22168	5583	1	0.94023	0.43566	1	0.96224	0.49488	1	0.95124	0.46527	1	0.37259	0.76455	24.24641	0.92974	1	0.66088	0.75165	26.61176	0.92974	1	-0.02861	-0.04675	0.55461	0.00443	1	0.03182	-0.04379	0.54615	0.00473	1	0.31406	0.38056	0	0
307485	2080.79102	5084538251761	0.95456	0.42488	2080.56348	0.22754	5583	1	0.94023	0.43566	1	0.96585	0.48949	1	0.95304	0.46258	1	0.37250	0.76451	23.84664	0.92974	1	0.66108	0.75159	26.30557	0.93610	1	-0.02861	-0.04675	0.55461	0.00446	1	0.03392	-0.04658	0.58152	0.00476	1	0.31406	0.38056	0	0
307486	2080.79736	5084538315011	0.95444	0.42587	2080.56348	0.23389	5583	1	0.93245	0.44713	1	0.96812	0.47352	1	0.95028	0.46032	1	0.37239	0.76447	23.96040	0.93610	1	0.66112	0.75093	26.66478	0.94246	1	-0.02861	-0.04675	0.55461	0.00450	1	0.03392	-0.04658	0.58152	0.00459	1	0.31406	0.38056	0	0
307487	2080.80518	5084538393956	0.94435	0.45491	2080.56348	0.23389	5583	0	0.90375	0.44532	1	0.91739	0.54352	1	0.91057	0.49442	1	0.37158	0.76403	24.44604	0.94246	1	0.66012	0.75067	26.06030	0.94882	1	-0.02861	-0.04675	0.55461	0.00442	1	0.03392	-0.04658	0.58152	0.00467	1	0.31406	0.38056	0	0
307488	2080.81201	5084538462911	0.93035	0.46902	2080.56348	0.23389	5583	0	0.90851	0.43304	1	0.92418	0.53320	1	0.91634	0.48312	1	0.37076	0.76363	23.13691	0.95576	1	0.65955	0.75040	25.93963	0.96212	1	-0.02998	-0.04801	0.57208	0.00433	1	0.03252	-0.04477	0.56318	0.00456	1	0.31406	0.38056	0	0
307489	2080.81738	5084538516090	0.84428	0.61733	2080.56348	0.23389	5583	0	0.58776	0.94820	1	0.75650	0.87968	1	0.67213	0.91394	1	0.36275	0.76796	6.13608	0.96907	1	0.65438	0.75379	14.07427	0.96907	1	-0.02998	-0.04801	0.57208	0.00204	1	0.03252	-0.04477	0.56318	0.00323	1	0.31406	0.38056	0	0
