CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
307044	2077.83057	5084508649128	0.58794	0.60217	2077.72266	0.10791	5574	1	0.58530	0.61212	1	0.59566	0.61336	1	0.59048	0.61274	1	0.35729	0.76777	25.91978	1.01559	1	0.64557	0.75441	26.60287	1.01559	1	-0.03090	-0.04754	0.55990	0.00466	1	0.03192	-0.04697	0.58315	0.00501	1	0.31406	0.38056	0	0
307045	2077.83716	5084508712908	0.58808	0.60276	2077.72266	0.11450	5574	1	0.58530	0.61212	1	0.59566	0.61336	1	0.59048	0.61274	1	0.35716	0.76786	26.12559	1.01559	1	0.64557	0.75441	26.60287	1.01559	1	-0.03090	-0.04754	0.55990	0.00468	1	0.03192	-0.04697	0.58315	0.00501	1	0.31406	0.38056	0	0
307046	2077.84326	5084508775013	0.58799	0.60314	2077.72266	0.12061	5574	1	0.57995	0.60763	1	0.59274	0.61245	1	0.58634	0.61004	1	0.35710	0.76781	26.19660	1.01559	1	0.64555	0.75442	26.61641	1.01559	1	-0.03090	-0.04754	0.55990	0.00464	1	0.03192	-0.04697	0.58315	0.00501	1	0.31406	0.38056	0	START=1611141998911
307047	2077.84985	5084508840986	0.58799	0.60331	2077.72266	0.12720	5574	1	0.58066	0.60343	1	0.59532	0.60971	1	0.58799	0.60657	1	0.35710	0.76781	26.19660	1.01559	1	0.64555	0.75442	26.61641	1.01559	1	-0.03090	-0.04754	0.55990	0.00464	1	0.03192	-0.04697	0.58315	0.00501	1	0.31406	0.38056	0	START=1611141998911
307048	2077.85693	5084508910779	0.58802	0.60324	2077.72266	0.13428	5574	1	0.58081	0.59845	1	0.59645	0.60522	1	0.58863	0.60184	1	0.35713	0.76776	26.06727	1.02254	1	0.64553	0.75440	26.61585	1.02254	1	-0.03165	-0.04863	0.57277	0.00465	1	0.03192	-0.04697	0.58315	0.00502	1	0.31406	0.38056	0	0
307049	2077.86377	5084508980929	0.58845	0.60304	2077.72266	0.14111	5574	1	0.59801	0.59448	1	0.59691	0.60325	1	0.59746	0.59887	1	0.35707	0.76776	26.04981	1.02948	1	0.64555	0.75442	26.61641	1.02948	1	-0.03165	-0.04863	0.57277	0.00464	1	0.03192	-0.04697	0.58315	0.00501	1	0.31406	0.38056	0	STEP 1: 1611141998924
307050	2077.87061	5084509049135	0.58884	0.60256	2077.72266	0.14795	5574	1	0.59875	0.58157	1	0.59631	0.60239	1	0.59753	0.59198	1	0.35707	0.76780	26.00066	1.03643	1	0.64556	0.75441	26.70412	1.03643	1	-0.03165	-0.04863	0.57277	0.00462	1	0.03192	-0.04697	0.58315	0.00500	1	0.31406	0.38056	0	0
307051	2077.87720	5084509113196	0.58924	0.60192	2077.72266	0.15454	5574	1	0.59902	0.57656	1	0.59742	0.59795	1	0.59822	0.58725	1	0.35703	0.76771	26.09868	1.04337	1	0.64556	0.75442	26.60806	1.04337	1	-0.03165	-0.04863	0.57277	0.00461	1	0.03192	-0.04697	0.58315	0.00500	1	0.31406	0.38056	0	0
307052	2077.88354	5084509178888	0.58966	0.60134	2077.72266	0.16089	5574	1	0.59967	0.58086	1	0.60016	0.59383	1	0.59992	0.58734	1	0.35711	0.76775	26.07195	1.04337	1	0.64559	0.75440	26.76198	1.04337	1	-0.03165	-0.04863	0.57277	0.00462	1	0.03192	-0.04697	0.58315	0.00500	1	0.31406	0.38056	0	0
307053	2077.89038	5084509246390	0.59016	0.60094	2077.72266	0.16772	5574	1	0.60025	0.58256	1	0.60486	0.59935	1	0.60255	0.59096	1	0.35708	0.76775	26.05295	1.04337	1	0.64561	0.75439	26.72261	1.04337	1	-0.03165	-0.04863	0.57277	0.00463	1	0.03192	-0.04697	0.58315	0.00499	1	0.31406	0.38056	0	0
307054	2077.89722	5084509314463	0.59059	0.60067	2077.72266	0.17456	5574	1	0.60025	0.58256	1	0.60352	0.60446	1	0.60189	0.59351	1	0.35707	0.76776	26.05619	1.04337	1	0.64563	0.75447	26.81866	1.03537	1	-0.03165	-0.04863	0.57277	0.00462	1	0.03051	-0.04483	0.55661	0.00501	1	0.31406	0.38056	0	0
307055	2077.90381	5084509380084	0.59055	0.60081	2077.72266	0.18115	5574	1	0.59860	0.59019	1	0.58011	0.61936	1	0.58936	0.60478	1	0.35712	0.76776	26.05552	1.03537	1	0.64567	0.75450	26.88211	1.02738	1	-0.03165	-0.04863	0.57277	0.00465	1	0.03051	-0.04483	0.55661	0.00502	1	0.31406	0.38056	0	0
307056	2077.91089	5084509450473	0.59053	0.60135	2077.72266	0.18823	5574	1	0.59949	0.60404	1	0.58037	0.62885	1	0.58993	0.61645	1	0.35713	0.76776	26.04620	1.02738	1	0.64565	0.75457	26.76058	1.01938	1	-0.03165	-0.04863	0.57277	0.00464	1	0.03051	-0.04483	0.55661	0.00502	1	0.31406	0.38056	0	0
307057	2077.91748	5084509517914	0.59047	0.60211	2077.72266	0.19482	5574	1	0.59917	0.60970	1	0.57814	0.63827	1	0.58866	0.62398	1	0.35708	0.76787	26.09791	1.01938	1	0.64569	0.75463	26.74618	1.00428	1	-0.03138	-0.04826	0.56793	0.00464	1	0.03040	-0.04462	0.55396	0.00503	1	0.31406	0.38056	0	0
307058	2077.92407	5084509582665	0.59016	0.60303	2077.72266	0.20142	5574	1	0.57955	0.61813	1	0.58268	0.64312	1	0.58111	0.63062	1	0.35716	0.76783	26.06482	1.00428	1	0.64576	0.75463	26.91487	0.99717	1	-0.03138	-0.04826	0.56793	0.00462	1	0.03040	-0.04462	0.55396	0.00502	1	0.31406	0.38056	0	0
307059	2077.93066	5084509649441	0.59019	0.60429	2077.72266	0.20801	5574	1	0.58910	0.62840	1	0.59320	0.65839	1	0.59115	0.64340	1	0.35736	0.76790	26.01912	0.99717	1	0.64593	0.75470	26.77969	0.99006	1	-0.03138	-0.04826	0.56793	0.00461	1	0.03040	-0.04462	0.55396	0.00497	1	0.31406	0.38056	0	0
307060	2077.93726	5084509713794	0.59018	0.60575	2077.72266	0.21460	5574	1	0.58867	0.63830	1	0.59089	0.66700	1	0.58978	0.65265	1	0.35742	0.76816	26.44464	0.98312	1	0.64622	0.75456	26.65829	0.97601	1	-0.03040	-0.04703	0.55395	0.00460	1	0.03067	-0.04494	0.55734	0.00502	1	0.31406	0.38056	0	0
307061	2077.94360	5084509778850	0.59276	0.60463	2077.72266	0.22095	5574	1	0.66796	0.55911	1	0.68769	0.57578	1	0.67783	0.56745	1	0.36034	0.76739	26.13302	0.96907	1	0.64848	0.75414	27.25374	0.96907	1	-0.03040	-0.04703	0.55395	0.00462	1	0.03067	-0.04494	0.55734	0.00494	1	0.31406	0.38056	0	0
307062	2077.95044	5084509845920	0.59737	0.60177	2077.72266	0.22778	5574	1	0.74219	0.51570	1	0.76585	0.49351	1	0.75402	0.50460	1	0.36317	0.76642	25.55637	0.96212	1	0.65054	0.75276	26.69077	0.96212	1	-0.03040	-0.04703	0.55395	0.00476	1	0.03067	-0.04494	0.55734	0.00496	1	0.31406	0.38056	0	0
307063	2077.95703	5084509913082	0.62668	0.59336	2077.72266	0.22778	5574	0	0.74219	0.51570	1	0.76585	0.49351	1	0.75402	0.50460	1	0.36480	0.76599	26.40744	0.96212	1	0.65181	0.75249	27.50023	0.96212	1	-0.02994	-0.04774	0.56486	0.00465	1	0.03126	-0.04461	0.55587	0.00492	1	0.31406	0.38056	0	0
307064	2077.96362	5084509979205	0.74245	0.51528	2077.72266	0.22778	5574	0	0.84799	0.43612	1	0.86845	0.43829	1	0.85822	0.43721	1	0.36869	0.76473	26.11714	0.96907	1	0.65485	0.75132	27.14091	0.96907	1	-0.02994	-0.04774	0.56486	0.00463	1	0.03126	-0.04461	0.55587	0.00489	1	0.31406	0.38056	0	0
307065	2077.97095	5084510050625	0.79924	0.48472	2077.72266	0.22778	5574	0	0.89806	0.42170	1	0.92756	0.42549	1	0.91281	0.42359	1	0.37034	0.76482	26.11297	0.97601	1	0.65653	0.75144	27.99214	0.97601	1	-0.02994	-0.04774	0.56486	0.00458	1	0.03126	-0.04461	0.55587	0.00499	1	0.31406	0.38056	0	0
307066	2077.97729	5084510115813	0.89559	0.42605	2077.72266	0.22778	5574	0	0.90041	0.41534	1	0.93107	0.41939	1	0.91574	0.41736	1	0.37157	0.76472	26.12737	0.98295	1	0.65748	0.75122	27.75152	0.98295	1	-0.02962	-0.04846	0.57332	0.00462	1	0.03165	-0.04414	0.55100	0.00497	1	0.31406	0.38056	0	0
307067	2077.98462	5084510188917	0.92045	0.42340	2077.72266	0.22778	5574	0	0.92397	0.41671	1	0.96665	0.42480	1	0.94531	0.42076	1	0.37243	0.76482	26.26918	0.98295	1	0.65882	0.75156	28.11158	0.98295	1	-0.02962	-0.04846	0.57332	0.00462	1	0.03165	-0.04414	0.55100	0.00500	1	0.31406	0.38056	0	0
307068	2077.99121	5084510253805	0.92769	0.42513	2077.72266	0.22778	5574	0	0.93052	0.42431	1	0.95384	0.43285	1	0.94218	0.42858	1	0.37222	0.76490	26.20059	0.98295	1	0.65874	0.75160	28.80054	0.98295	1	-0.02962	-0.04846	0.57332	0.00464	1	0.03165	-0.04414	0.55100	0.00500	1	0.31406	0.38056	0	0
307069	2077.99780	5084510319663	0.93054	0.42753	2077.97729	0.02051	5575	1	0.92796	0.43060	1	0.95017	0.43885	1	0.93906	0.43473	1	0.37207	0.76488	26.27184	0.97601	1	0.65916	0.75152	27.66012	0.97601	1	-0.02910	-0.04759	0.56249	0.00463	1	0.03252	-0.04520	0.56318	0.00500	1	0.31406	0.38056	0	0
307070	2078.00391	5084510380773	0.93331	0.43228	2077.97729	0.02661	5575	1	0.92022	0.44257	1	0.96859	0.46004	1	0.94441	0.45130	1	0.37201	0.76489	26.32265	0.96907	1	0.65946	0.75169	27.65751	0.96907	1	-0.02910	-0.04759	0.56249	0.00463	1	0.03252	-0.04520	0.56318	0.00498	1	0.31406	0.38056	0	0
307071	2078.01123	5084510453372	0.93325	0.43741	2077.97729	0.03394	5575	1	0.91892	0.45651	1	0.94698	0.46956	1	0.93295	0.46304	1	0.37208	0.76489	25.99139	0.96212	1	0.65956	0.75177	27.62597	0.96212	1	-0.02910	-0.04759	0.56249	0.00464	1	0.03252	-0.04520	0.56318	0.00498	1	0.31406	0.38056	0	0
307072	2078.01758	5084510518952	0.93321	0.44107	2077.97729	0.04028	5575	1	0.91892	0.45651	1	0.94698	0.46956	1	0.93295	0.46304	1	0.37208	0.76478	25.87149	0.96212	1	0.65961	0.75175	27.77759	0.96212	1	-0.02967	-0.04845	0.57271	0.00463	1	0.03177	-0.04404	0.54881	0.00497	1	0.31406	0.38056	0	0
307073	2078.02417	5084510583281	0.93322	0.44249	2077.97729	0.04688	5575	1	0.93027	0.43671	1	0.93635	0.46811	1	0.93331	0.45241	1	0.37219	0.76486	26.08819	0.96907	1	0.65946	0.75186	28.48899	0.96907	1	-0.02967	-0.04845	0.57271	0.00461	1	0.03177	-0.04404	0.54881	0.00494	1	0.31406	0.38056	0	0
307074	2078.03125	5084510655698	0.93367	0.44235	2077.97729	0.05396	5575	1	0.92540	0.43212	1	0.94917	0.45038	1	0.93729	0.44125	1	0.37219	0.76486	26.08819	0.97601	1	0.65962	0.75179	28.39945	0.97601	1	-0.02967	-0.04845	0.57271	0.00461	1	0.03177	-0.04404	0.54881	0.00492	1	0.31406	0.38056	0	0
307075	2078.03760	5084510717312	0.93418	0.44190	2077.97729	0.06030	5575	1	0.92795	0.42584	1	0.94948	0.44989	1	0.93871	0.43786	1	0.37212	0.76489	25.93342	0.98295	1	0.65966	0.75167	28.36559	0.97659	1	-0.02967	-0.04845	0.57271	0.00463	1	0.03117	-0.04315	0.53771	0.00489	1	0.31406	0.38056	0	0
307076	2078.04395	5084510782286	0.93452	0.44216	2077.97729	0.06665	5575	1	0.92536	0.43384	1	0.95054	0.45567	1	0.93795	0.44475	1	0.37211	0.76489	25.94191	0.97659	1	0.66003	0.75153	27.50632	0.97023	1	-0.02967	-0.04845	0.57271	0.00463	1	0.03117	-0.04315	0.53771	0.00494	1	0.31406	0.38056	0	0
307077	2078.05151	5084510858003	0.93480	0.44255	2077.97729	0.07422	5575	1	0.92490	0.43187	1	0.95080	0.46174	1	0.93785	0.44680	1	0.37210	0.76492	25.98440	0.97023	1	0.66005	0.75151	27.47589	0.96387	1	-0.02967	-0.04845	0.57271	0.00461	1	0.03117	-0.04315	0.53771	0.00492	1	0.31406	0.38056	0	0
307078	2078.05762	5084510918152	0.93470	0.44357	2077.97729	0.08032	5575	1	0.92000	0.44397	1	0.94707	0.46765	1	0.93353	0.45581	1	0.37212	0.76487	25.92845	0.95693	1	0.66004	0.75159	27.58327	0.95693	1	-0.02910	-0.04759	0.56249	0.00463	1	0.03222	-0.04455	0.55520	0.00493	1	0.31406	0.38056	0	0
307079	2078.06396	5084510981266	0.93490	0.44436	2077.97729	0.08667	5575	1	0.92187	0.44703	1	0.95302	0.46219	1	0.93745	0.45461	1	0.37213	0.76489	25.96902	0.94999	1	0.66011	0.75164	27.56160	0.95635	1	-0.02910	-0.04759	0.56249	0.00463	1	0.03222	-0.04455	0.55520	0.00496	1	0.31406	0.38056	0	0
307080	2078.07178	5084511058914	0.93500	0.44533	2077.97729	0.09448	5575	1	0.92005	0.45505	1	0.95271	0.46295	1	0.93638	0.45900	1	0.37213	0.76489	25.96902	0.94940	1	0.66003	0.75164	27.76494	0.95576	1	-0.02910	-0.04759	0.56249	0.00463	1	0.03222	-0.04455	0.55520	0.00494	1	0.31406	0.38056	0	0
307081	2078.07837	5084511124796	0.93506	0.44622	2077.97729	0.10107	5575	1	0.91983	0.45558	1	0.95239	0.46346	1	0.93611	0.45952	1	0.37208	0.76481	25.78828	0.94882	1	0.66005	0.75160	27.71058	0.95518	1	-0.02838	-0.04637	0.54861	0.00463	1	0.03222	-0.04455	0.55520	0.00493	1	0.31406	0.38056	0	0
307082	2078.08447	5084511186838	0.93539	0.44606	2077.97729	0.10718	5575	1	0.92273	0.43244	1	0.95831	0.45458	1	0.94052	0.44351	1	0.37211	0.76476	25.97465	0.95518	1	0.66019	0.75160	27.91575	0.95518	1	-0.02838	-0.04637	0.54861	0.00461	1	0.03222	-0.04455	0.55520	0.00491	1	0.31406	0.38056	0	0
307083	2078.09180	5084511259482	0.93580	0.44599	2077.97729	0.11450	5575	1	0.92651	0.43291	1	0.95922	0.45683	1	0.94287	0.44487	1	0.37228	0.76461	26.00076	0.95518	1	0.66024	0.75165	27.89321	0.95518	1	-0.02838	-0.04637	0.54861	0.00451	1	0.03222	-0.04455	0.55520	0.00493	1	0.31406	0.38056	0	0
307084	2078.09814	5084511323244	0.93634	0.44561	2077.97729	0.12085	5575	1	0.92912	0.42650	1	0.96304	0.45082	1	0.94608	0.43866	1	0.37210	0.76472	25.93336	0.96212	1	0.66019	0.75163	27.91383	0.96212	1	-0.02962	-0.04846	0.57332	0.00461	1	0.03222	-0.04451	0.55520	0.00489	1	0.31406	0.38056	0	0
307085	2078.10522	5084511393864	0.93658	0.44458	2077.97729	0.12793	5575	1	0.93024	0.41470	1	0.95178	0.43552	1	0.94101	0.42511	1	0.37228	0.76449	26.16737	0.96906	1	0.66013	0.75159	28.33737	0.96906	1	-0.02962	-0.04846	0.57332	0.00449	1	0.03222	-0.04451	0.55520	0.00493	1	0.31406	0.38056	0	0
307086	2078.11182	5084511460588	0.93695	0.44348	2077.97729	0.13452	5575	1	0.93155	0.40734	1	0.95723	0.43546	1	0.94439	0.42140	1	0.37227	0.76451	26.12486	0.97601	1	0.66013	0.75153	28.18336	0.97601	1	-0.02962	-0.04846	0.57332	0.00449	1	0.03222	-0.04451	0.55520	0.00492	1	0.31406	0.38056	0	0
307087	2078.11816	5084511523121	0.93735	0.44232	2077.97729	0.14087	5575	1	0.93414	0.40089	1	0.95754	0.43495	1	0.94584	0.41792	1	0.37231	0.76449	26.07815	0.98295	1	0.66018	0.75160	28.17229	0.97659	1	-0.02962	-0.04846	0.57332	0.00452	1	0.03167	-0.04370	0.54502	0.00493	1	0.31406	0.38056	0	0
307088	2078.12451	5084511587680	0.93763	0.44133	2077.97729	0.14722	5575	1	0.93576	0.40997	1	0.95168	0.42927	1	0.94372	0.41962	1	0.37233	0.76447	26.08638	0.97659	1	0.66025	0.75158	28.11093	0.97023	1	-0.02962	-0.04846	0.57332	0.00452	1	0.03167	-0.04370	0.54502	0.00491	1	0.31406	0.38056	0	0
307089	2078.13281	5084511671411	0.93791	0.44071	2077.97729	0.15552	5575	1	0.93358	0.40385	1	0.95531	0.44897	1	0.94445	0.42641	1	0.37234	0.76446	26.16788	0.97023	1	0.66029	0.75163	28.13568	0.96387	1	-0.02962	-0.04846	0.57332	0.00450	1	0.03167	-0.04370	0.54502	0.00490	1	0.31406	0.38056	0	0
307090	2078.13818	5084511724779	0.93813	0.44026	2077.97729	0.16089	5575	1	0.93119	0.40981	1	0.95531	0.44897	1	0.94325	0.42939	1	0.37236	0.76446	26.14874	0.96387	1	0.66034	0.75168	28.17262	0.96387	1	-0.02962	-0.04846	0.57332	0.00450	1	0.03215	-0.04435	0.55262	0.00489	1	0.31406	0.38056	0	0
307091	2078.14478	5084511789710	0.93820	0.43992	2077.97729	0.16748	5575	1	0.93808	0.41556	1	0.94178	0.44760	1	0.93993	0.43158	1	0.37238	0.76447	26.09919	0.96387	1	0.66036	0.75177	28.43588	0.97023	1	-0.02962	-0.04846	0.57332	0.00451	1	0.03215	-0.04435	0.55262	0.00487	1	0.31406	0.38056	0	0
307092	2078.15186	5084511861879	0.93835	0.43944	2077.97729	0.17456	5575	1	0.93638	0.40991	1	0.94813	0.44413	1	0.94226	0.42702	1	0.37241	0.76446	26.08432	0.97023	1	0.66037	0.75170	28.27480	0.97659	1	-0.02962	-0.04846	0.57332	0.00451	1	0.03215	-0.04435	0.55262	0.00488	1	0.31406	0.38056	0	0
307093	2078.15820	5084511925056	0.93848	0.43902	2077.97729	0.18091	5575	1	0.93616	0.41045	1	0.94782	0.44463	1	0.94199	0.42754	1	0.37242	0.76450	25.96736	0.96965	1	0.66037	0.75170	28.27480	0.97601	1	-0.02902	-0.04755	0.56257	0.00452	1	0.03215	-0.04435	0.55262	0.00488	1	0.31406	0.38056	0	0
307094	2078.16553	5084511997012	0.93818	0.43869	2077.97729	0.18823	5575	1	0.91433	0.41078	1	0.94513	0.44805	1	0.92973	0.42942	1	0.37245	0.76454	26.04154	0.96906	1	0.66050	0.75163	28.41424	0.96906	1	-0.02902	-0.04755	0.56257	0.00451	1	0.03215	-0.04435	0.55262	0.00489	1	0.31406	0.38056	0	0
307095	2078.17212	5084512064144	0.93797	0.43860	2077.97729	0.19482	5575	1	0.92031	0.41880	1	0.94381	0.45301	1	0.93206	0.43591	1	0.37241	0.76460	25.98328	0.96212	1	0.66073	0.75151	27.42254	0.96212	1	-0.02902	-0.04755	0.56257	0.00456	1	0.03215	-0.04435	0.55262	0.00489	1	0.31406	0.38056	0	0
307096	2078.17822	5084512123858	0.93763	0.43880	2077.97729	0.20093	5575	1	0.91776	0.42527	1	0.93676	0.46447	1	0.92726	0.44487	1	0.37239	0.76451	25.71730	0.95518	1	0.66077	0.75157	27.14688	0.94882	1	-0.02902	-0.04755	0.56257	0.00457	1	0.03137	-0.04321	0.53841	0.00493	1	0.31406	0.38056	0	0
307097	2078.18481	5084512189724	0.93730	0.43888	2077.97729	0.20752	5575	1	0.91676	0.42311	1	0.93793	0.45986	1	0.92734	0.44149	1	0.37241	0.76439	25.85202	0.94882	1	0.66076	0.75149	27.58949	0.94246	1	-0.02902	-0.04755	0.56257	0.00460	1	0.03137	-0.04321	0.53841	0.00491	1	0.31406	0.38056	0	0
307098	2078.19214	5084512264217	0.93695	0.43961	2077.97729	0.21484	5575	1	0.91440	0.42838	1	0.93686	0.49774	1	0.92563	0.46306	1	0.37241	0.76439	25.85202	0.94246	1	0.66076	0.75153	27.56729	0.93610	1	-0.02902	-0.04755	0.56257	0.00460	1	0.03137	-0.04321	0.53841	0.00491	1	0.31406	0.38056	0	0
307099	2078.19849	5084512327284	0.93653	0.44047	2077.97729	0.22119	5575	1	0.91205	0.43436	1	0.93344	0.50306	1	0.92275	0.46871	1	0.37239	0.76447	25.85258	0.93610	1	0.66080	0.75152	27.44491	0.92974	1	-0.02861	-0.04675	0.55461	0.00460	1	0.03187	-0.04367	0.54567	0.00491	1	0.31406	0.38056	0	0
307100	2078.20508	5084512393806	0.93611	0.44235	2077.97729	0.22778	5575	1	0.90129	0.49611	1	0.94217	0.51619	1	0.92173	0.50615	1	0.37273	0.76410	25.83518	0.92974	1	0.66081	0.75110	27.40268	0.92974	1	-0.02861	-0.04675	0.55461	0.00454	1	0.03187	-0.04367	0.54567	0.00491	1	0.31406	0.38056	0	0
307101	2078.21216	5084512464677	0.93549	0.44694	2077.97729	0.23486	5575	1	0.90612	0.56518	1	0.92154	0.64994	1	0.91383	0.60756	1	0.37288	0.76459	24.25248	0.92974	1	0.66092	0.75175	25.77194	0.92974	1	-0.02861	-0.04675	0.55461	0.00448	1	0.03187	-0.04367	0.54567	0.00472	1	0.31406	0.38056	0	0
307102	2078.21851	5084512527713	0.93499	0.45114	2077.97729	0.24121	5575	1	0.90866	0.55955	1	0.92520	0.64526	1	0.91693	0.60240	1	0.37303	0.76519	21.82093	0.93668	1	0.66102	0.75185	24.59772	0.93668	1	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307103	2078.22559	5084512598740	0.93499	0.45114	2077.97729	0.24829	5575	1	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.94363	0	0.66102	0.75185	24.59772	0.94363	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307104	2078.23145	5084512656276	0.93499	0.45114	2077.97729	0.25415	5575	1	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95057	0	0.66102	0.75185	24.59772	0.95057	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307105	2078.24072	5084512748955	0.93499	0.45114	2077.97729	0.26343	5575	1	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307106	2078.24780	5084512819283	0.92845	0.47381	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307107	2078.25488	5084512890700	0.92845	0.47381	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307108	2078.26099	5084512952876	0.92845	0.47381	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307109	2078.26758	5084513016879	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307110	2078.27441	5084513086746	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307111	2078.28076	5084513150731	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307112	2078.28735	5084513216987	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307113	2078.29419	5084513284921	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307114	2078.30103	5084513353451	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307115	2078.30811	5084513424098	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307116	2078.31445	5084513485676	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307117	2078.32104	5084513553762	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
307118	2078.32813	5084513622947	0.00000	0.00000	2077.97729	0.26343	5575	0	0.90866	0.55955	0	0.92520	0.64526	0	0.91693	0.60240	0	0.37303	0.76519	21.82093	0.95752	0	0.66102	0.75185	24.59772	0.95752	0	-0.02946	-0.04818	0.57358	0.00448	1	0.03164	-0.04314	0.54164	0.00478	1	0.31406	0.38056	0	0
